year,rank,institution,country,ods11_score
2023,301–400,Universidade Federal do ABC (UFABC),Brazil,52.5–60.0
2023,301–400,Universidade Federal do Paraná (UFPR),Brazil,52.5–60.0
2023,301–400,Federal University of Rio de Janeiro,Brazil,52.5–60.0
2023,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,38.5–52.3
2023,401–600,Federal University of Itajubá,Brazil,38.5–52.3
2023,401–600,Universidade Federal de Juiz de Fora,Brazil,38.5–52.3
2023,401–600,Federal University of Mato Grosso do Sul,Brazil,38.5–52.3
2023,401–600,Universidade Federal de Santa Catarina,Brazil,38.5–52.3
2023,401–600,Federal University of Santa Maria,Brazil,38.5–52.3
2023,401–600,Fluminense Federal University,Brazil,38.5–52.3
2023,401–600,University of Fortaleza (UNIFOR),Brazil,38.5–52.3
2023,401–600,Londrina State University,Brazil,38.5–52.3
2023,401–600,Universidade Nove de Julho (Uninove),Brazil,38.5–52.3
2023,401–600,State University of Ponta Grossa,Brazil,38.5–52.3
2023,601–800,Universidade Estadual do Maranhão,Brazil,20.9–38.4
2023,601–800,Universidade Estadual de Maringá,Brazil,20.9–38.4
2023,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,20.9–38.4
2023,601–800,Federal University of Espírito Santo,Brazil,20.9–38.4
2023,601–800,Federal University of Pará,Brazil,20.9–38.4
2023,601–800,Federal University of Paraí­ba (UFPB),Brazil,20.9–38.4
2023,601–800,Universidade Federal Rural do Semi-Arido,Brazil,20.9–38.4
2023,601–800,Universidade Federal de Sergipe,Brazil,20.9–38.4
2023,601–800,Vila Velha University,Brazil,20.9–38.4
2023,801+,University Braz Cubas,Brazil,1.5–20.8
2023,801+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.5–20.8
2023,801+,Cogna Educação,Brazil,1.5–20.8
2023,801+,Federal Rural University of Pernambuco,Brazil,1.5–20.8
2024,201–300,Universidade Federal do ABC (UFABC),Brazil,64.4–71.4
2024,201–300,University of São Paulo,Brazil,64.4–71.4
2024,301–400,Federal University of Itajubá,Brazil,56.8–64.3
2024,301–400,University of Campinas,Brazil,56.8–64.3
2024,401–600,Federal University of Mato Grosso do Sul,Brazil,44.9–56.6
2024,401–600,Federal University of Pará,Brazil,44.9–56.6
2024,401–600,Federal University of Rio de Janeiro,Brazil,44.9–56.6
2024,401–600,Federal University of São Carlos,Brazil,44.9–56.6
2024,401–600,Fluminense Federal University,Brazil,44.9–56.6
2024,401–600,Londrina State University,Brazil,44.9–56.6
2024,401–600,State University of Ponta Grossa,Brazil,44.9–56.6
2024,401–600,Universidade Estadual do Maranhão,Brazil,44.9–56.6
2024,401–600,Universidade Estadual Paulista (Unesp),Brazil,44.9–56.6
2024,401–600,Universidade Federal de Santa Catarina,Brazil,44.9–56.6
2024,401–600,Universidade Federal do Paraná (UFPR),Brazil,44.9–56.6
2024,401–600,University of Fortaleza (UNIFOR),Brazil,44.9–56.6
2024,601–800,Federal University of Santa Maria,Brazil,33.7–44.8
2024,601–800,Federal University of Uberlândia,Brazil,33.7–44.8
2024,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,33.7–44.8
2024,601–800,Universidade Estadual de Maringá,Brazil,33.7–44.8
2024,601–800,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,33.7–44.8
2024,601–800,Universidade Federal de Juiz de Fora,Brazil,33.7–44.8
2024,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,33.7–44.8
2024,601–800,Universidade Nove de Julho (Uninove),Brazil,33.7–44.8
2024,801–1000,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,12.1–33.6
2024,801–1000,Federal Rural University of Pernambuco,Brazil,12.1–33.6
2024,801–1000,Cruzeiro do Sul University,Brazil,12.1–33.6
2024,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,12.1–33.6
2024,801–1000,Universidade Federal de Sergipe,Brazil,12.1–33.6
2024,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,12.1–33.6
2024,801–1000,University of Western São Paulo (UNOESTE),Brazil,12.1–33.6
2024,801–1000,Vila Velha University,Brazil,12.1–33.6
2024,1001+,João Pessoa University Center (UNIPÊ),Brazil,2.8–12.0
2024,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,2.8–12.0
2024,1001+,Universidade Cidade de São Paulo,Brazil,2.8–12.0
2024,1001+,University Braz Cubas,Brazil,2.8–12.0
2025,201–300,University of Campinas,Brazil,58.8–65.2
2025,201–300,University of São Paulo,Brazil,58.8–65.2
2025,301–400,Federal University of Minas Gerais,Brazil,53.1–58.6
2025,301–400,Federal University of Rio de Janeiro,Brazil,53.1–58.6
2025,301–400,Universidade Estadual Paulista (Unesp),Brazil,53.1–58.6
2025,401–600,Federal University of Lavras,Brazil,43.6–53.0
2025,401–600,Federal University of Mato Grosso do Sul,Brazil,43.6–53.0
2025,401–600,Federal University of Pará,Brazil,43.6–53.0
2025,401–600,Federal University of São Carlos,Brazil,43.6–53.0
2025,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,43.6–53.0
2025,401–600,State University of Ponta Grossa,Brazil,43.6–53.0
2025,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,43.6–53.0
2025,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,43.6–53.0
2025,401–600,Universidade Federal do ABC (UFABC),Brazil,43.6–53.0
2025,401–600,Universidade Federal do Maranhão (UFMA),Brazil,43.6–53.0
2025,401–600,University of Fortaleza (UNIFOR),Brazil,43.6–53.0
2025,601–800,Federal University of Espírito Santo,Brazil,34.4–43.5
2025,601–800,Federal University of Santa Maria,Brazil,34.4–43.5
2025,601–800,Fluminense Federal University,Brazil,34.4–43.5
2025,601–800,Londrina State University,Brazil,34.4–43.5
2025,601–800,Pontifical Catholic University of Minas Gerais,Brazil,34.4–43.5
2025,601–800,Universidade Estadual do Maranhão,Brazil,34.4–43.5
2025,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,34.4–43.5
2025,601–800,Universidade Federal de Santa Catarina,Brazil,34.4–43.5
2025,601–800,Universidade Federal do Paraná (UFPR),Brazil,34.4–43.5
2025,801–1000,Federal University of Itajubá,Brazil,23.4–34.3
2025,801–1000,Federal University of Uberlândia,Brazil,23.4–34.3
2025,801–1000,UNESC,Brazil,23.4–34.3
2025,801–1000,Universidade Estadual de Maringá,Brazil,23.4–34.3
2025,801–1000,Universidade Federal de Juiz de Fora,Brazil,23.4–34.3
2025,801–1000,Universidade Federal de Sergipe,Brazil,23.4–34.3
2025,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,23.4–34.3
2025,801–1000,Universidade Nove de Julho (Uninove),Brazil,23.4–34.3
2025,801–1000,University of Western São Paulo (UNOESTE),Brazil,23.4–34.3
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,3.6–23.1
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,3.6–23.1
2025,1001+,Federal Rural University of Pernambuco,Brazil,3.6–23.1
2025,1001+,FSG University Center,Brazil,3.6–23.1
2025,1001+,Universidade Federal de Campina Grande,Brazil,3.6–23.1
2025,1001+,University Braz Cubas,Brazil,3.6–23.1
2025,1001+,Vila Velha University,Brazil,3.6–23.1
